strike,call_oi,call_gex,call_dex,call_vannex,call_charmex,put_oi,put_gex,put_dex,put_vannex,put_charmex,net_gex,net_dex,net_vannex,net_charmex,put_call_oi_ratio
6330.0,24.0,0.0,15899280.46875,0.0,0.0,2207.0,-4064936890.646574,-100504774.55881137,562613657.3026437,8667204585.985651,-4064936890.646574,-84605494.09006137,562613657.3026437,8667204585.985651,91.95833333333333
6335.0,0.0,0.0,0.0,0.0,0.0,641.0,-529871330.4747297,-4228693.540020539,60658351.10087569,4289842476.525217,-529871330.4747297,-4228693.540020539,60658351.10087569,4289842476.525217,
6340.0,7.0,0.0,4637290.13671875,0.0,0.0,4315.0,-8401017324.547871,-175762361.44127938,1080568008.8664272,27958014684.36081,-8401017324.547871,-171125071.30456063,1080568008.8664272,27958014684.36081,616.4285714285714
6345.0,1.0,0.0,662470.01953125,0.0,0.0,560.0,-273482788.6115627,-1696586.1003965267,35381708.33124726,2138198456.7238998,-273482788.6115627,-1034116.0808652767,35381708.33124726,2138198456.7238998,560.0
6350.0,6288.0,2082457.9957734074,4165588564.1281476,-648130.6439241362,-1397771.5991114231,27492.0,-31893075544.07842,-755280495.1434761,4150013681.959538,95865924812.06366,-31890993086.082645,3410308068.9846716,4149365551.3156137,95864527040.46455,4.372137404580153
6355.0,82.0,0.0,54322541.6015625,0.0,0.0,2194.0,-948025558.144309,-5956814.983646175,119294029.77895623,7140070689.203576,-948025558.144309,48365726.61791632,119294029.77895623,7140070689.203576,26.75609756097561
6360.0,0.0,0.0,0.0,0.0,0.0,4966.0,-11150487752.890821,-209063394.58500436,1360289599.704257,37641427672.25589,-11150487752.890821,-209063394.58500436,1360289599.704257,37641427672.25589,
6365.0,1.0,0.0,662470.01953125,0.0,0.0,1119.0,-613573839.0606691,-3936382.3115528626,74690745.21889302,4445255855.359527,-613573839.0606691,-3273912.2920216126,74690745.21889302,4445255855.359527,1119.0
6370.0,48.0,0.0,31798560.9375,0.0,0.0,6345.0,-21882056665.5666,-520447003.53220344,2710285159.6979904,31862367649.400555,-21882056665.5666,-488648442.59470344,2710285159.6979904,31862367649.400555,132.1875
6375.0,14.0,12760786.445755936,7592343.662511725,-143452.90558980513,-67502588.94709052,12165.0,-30059378489.296803,-668476092.7280667,3648479385.7420354,63083529468.679665,-30046617702.851048,-660883749.065555,3648335932.836446,63016026879.732574,868.9285714285714
6380.0,54.0,0.0,35773381.0546875,0.0,0.0,6657.0,-12179536214.93307,-217139074.9038928,1432728789.0548968,46501431440.62483,-12179536214.93307,-181365693.8492053,1432728789.0548968,46501431440.62483,123.27777777777777
6385.0,5.0,0.0,3312350.09765625,0.0,0.0,1354.0,-1562307442.234421,-13796474.880112344,151051673.7218126,10409762146.765541,-1562307442.234421,-10484124.782456094,151051673.7218126,10409762146.765541,270.8
6390.0,38.0,4376399.897705701,25143978.303946767,-1394247.5578857427,-3470392.4856014973,4742.0,-9143511172.656607,-198056869.0931983,1048946089.7061427,22630018426.0184,-9139134772.758902,-172912890.78925154,1047551842.1482569,22626548033.532795,124.78947368421052
6395.0,0.0,0.0,0.0,0.0,0.0,1702.0,-2283695394.781467,-20450235.417613372,213547515.78138876,14565820420.71743,-2283695394.781467,-20450235.417613372,213547515.78138876,14565820420.71743,
6400.0,162.0,167975760.8565083,105474539.00125778,-40994226.79268147,-121517039.83421285,39899.0,-102306795525.02016,-2255419367.206712,11273612559.905651,192586331785.16727,-102138819764.16365,-2149944828.205454,11232618333.11297,192464814745.33307,246.29012345679013
6405.0,7.0,0.0,4637290.13671875,0.0,0.0,1106.0,-1154170084.6763928,-10614686.72172456,103458405.25007378,7032634236.132598,-1154170084.6763928,-5977396.5850058105,103458405.25007378,7032634236.132598,158.0
6410.0,24.0,21376057.633511957,15662121.663663588,-4859438.755430345,-15380703.887828717,4969.0,-10861852230.544355,-257136197.89947167,1092992297.999351,24998826687.249714,-10840476172.910843,-241474076.23580807,1088132859.2439206,24983445983.361885,207.04166666666666
6415.0,4.0,0.0,2649880.078125,0.0,0.0,3255.0,-5017590443.9996605,-113875310.10924602,514202012.64146197,10583247589.773586,-5017590443.9996605,-111225430.03112102,514202012.64146197,10583247589.773586,813.75
6420.0,33.0,25124234.07444462,21549364.228442032,-5176993.829912586,-17169417.136685517,6498.0,-22948906787.45792,-471172652.85110897,2108007977.2307203,78506016462.69215,-22923782553.383476,-449623288.62266695,2102830983.4008076,78488847045.55547,196.9090909090909
6425.0,829.0,491726439.25756794,542759221.5949594,-96684742.45564434,-327167305.91805935,22167.0,-71236196554.4304,-1568594174.1832616,7048011352.643621,121651197821.50421,-70744470115.17284,-1025834952.5883023,6951326610.187977,121324030515.58615,26.7394451145959
6430.0,12.0,23647483.557170168,7626278.092989769,-4449895.24198287,-15308335.419958968,5094.0,-15533609512.39712,-286062512.6866945,1360929136.3413448,52267346910.44786,-15509962028.839949,-278436234.59370476,1356479241.099362,52252038575.0279,424.5
6435.0,6.0,0.0,3974820.1171875,0.0,0.0,2363.0,-7525802154.411685,-127862971.46229553,696656998.0418127,24153297451.781254,-7525802154.411685,-123888151.34510803,696656998.0418127,24153297451.781254,393.8333333333333
6440.0,142.0,30815972.680845555,93634531.22194177,-5491425.200005281,-18855433.84670345,3005.0,-9544354568.865988,-219423950.16642344,869549442.30033,20606744389.57252,-9513538596.185143,-125789418.94448167,864058017.1003247,20587888955.72582,21.161971830985916
